medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
oil on panel;Georges Seurat;Badeplatz, Ölskizze für »Ein Badeplatz in Asnières«;https://upload.wikimedia.org/wikipedia/commons/f/f2/Georges_Seurat_006.jpg;1883-1884;Georges_Seurat_006.jpg;1884;HHA96w;2016-05-29-20-23-22;2016-05-29 20:29:52.657665;0.0;4.0;[{'Start': (1204, 205, 6.124844074249268), 'End': (418, 371, 7.485140085220337)}];8.352340936660768;(683.0, 314.0);(918, 580)
oil on canvas;Georges Seurat;Banlieue;https://upload.wikimedia.org/wikipedia/commons/5/53/Georges_Seurat_007.jpg;1882-1883;Georges_Seurat_007.jpg;1883;HHA96w;2016-06-03-16-32-59;2016-06-03 17:22:00.916431;1.0;0.0;[];3.3700640201568604;(683.0, 314.0);(721, 580)
oil on canvas;Georges Seurat;Bauer mit Hacke;https://upload.wikimedia.org/wikipedia/commons/e/ed/Georges_Seurat_008.jpg;1882;Georges_Seurat_008.jpg;1882;HHA96w;2016-06-03-16-32-59;2016-06-03 17:07:42.764594;1.0;6.0;[{'Start': (1123, 104, 1.9630520343780518), 'End': (585, 404, 2.6931629180908203)}];3.6374189853668213;(683.0, 314.0);(710, 580)
oil on panel;Georges Seurat;Beim Mähen (Le Faucheur);https://upload.wikimedia.org/wikipedia/commons/8/83/Georges_Seurat_009.jpg;1883;Georges_Seurat_009.jpg;1883;HHA96w;2016-05-25-12-03-00;2016-05-25 12:27:51.674034;1.0;0.0;[];3.5332047939300537;(683.0, 314.0);(998, 580)
oil on canvas;Georges Seurat;Bewachsener Hang;https://upload.wikimedia.org/wikipedia/commons/9/9e/Georges_Seurat_010.jpg;1881;Georges_Seurat_010.jpg;1881;HHA96w;2016-06-03-16-32-59;2016-06-03 17:05:02.954531;0.0;0.0;[];1.6544911861419678;(683.0, 314.0);(741, 580)
oil on canvas;Georges Seurat;Brücke und Hafen von Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/9/94/Georges_Seurat_011.jpg;1888;Georges_Seurat_011.jpg;1888;HHA96w;2016-06-10-09-43-06;2016-06-10 10:06:09.966889;0.0;5.0;[{'End': (766, 432, 3.648982048034668), 'Start': (276, 93, 2.425342082977295)}];4.473797082901001;(683.0, 314.0);(723, 580)
oil on canvas;Georges Seurat;Brücke von Courbevoie;https://upload.wikimedia.org/wikipedia/commons/f/f9/Georges_Seurat_012.jpg;1886-1887;Georges_Seurat_012.jpg;1887;HHA96w;2016-06-24-12-39-28;2016-06-24 12:52:26.580065;0.0;0.0;[];1.8982419967651367;(683.0, 314.0);(704, 580)
oil on canvas;Georges Seurat;Can-Can (Le Chahut);https://upload.wikimedia.org/wikipedia/commons/9/90/Georges_Seurat_013.jpg;1889-1890;Georges_Seurat_013.jpg;1890;HHA96w;2016-05-30-11-52-19;2016-05-30 12:04:02.219156;0.0;0.0;[];1.5798180103302002;(683.0, 314.0);(476, 580)
oil on panel;Georges Seurat;Das Fort Samson in Grandcamp, Skizze;https://upload.wikimedia.org/wikipedia/commons/c/c9/Georges_Seurat_014.jpg;1885;Georges_Seurat_014.jpg;1885;HHA96w;2016-06-03-16-32-59;2016-06-03 17:16:49.820942;0.0;0.0;[];1.5742039680480957;(683.0, 314.0);(942, 580)
oil on canvas;Georges Seurat;Der Kanal von Gravelines;https://upload.wikimedia.org/wikipedia/commons/b/b4/Georges_Seurat_015.jpg;1890;Georges_Seurat_015.jpg;1890;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Der Kanal von Gravelines, Grand Fort-Philippe;https://upload.wikimedia.org/wikipedia/commons/3/32/Georges_Seurat_016.jpg;1890;Georges_Seurat_016.jpg;1890;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Der Kanal von Gravelines, Petit-Fort-Philippe;https://upload.wikimedia.org/wikipedia/commons/1/12/Georges_Seurat_017.jpg;1890;Georges_Seurat_017.jpg;1890;HHA96w;2016-05-27-10-50-06;2016-05-27 11:17:32.933104;0.0;5.0;[{'End': (696, 337, 4.0137999057769775), 'Start': (1162, 372, 3.372925043106079)}];5.146801948547363;(683.0, 314.0);(724, 580)
oil on canvas;Georges Seurat;Der Strand »Le Bas Butin« in Honfleur;https://upload.wikimedia.org/wikipedia/commons/2/27/Georges_Seurat_018.jpg;1886;Georges_Seurat_018.jpg;1886;HHA96w;2016-06-03-16-32-59;2016-06-03 16:53:07.435847;1.0;0.0;[];1.5337488651275637;(683.0, 314.0);(703, 580)
oil on canvas;Georges Seurat;Français :;https://upload.wikimedia.org/wikipedia/commons/8/84/Georges_Seurat_019.jpg;1891;Georges_Seurat_019.jpg;1891;HHA96w;2016-06-24-13-17-53;2016-06-24 13:20:01.768489;0.0;0.0;[];1.7252202033996582;(683.0, 314.0);(466, 580)
oil on panel;Georges Seurat;Die beiden Ufer;https://upload.wikimedia.org/wikipedia/commons/9/95/Georges_Seurat_020.jpg;1883;Georges_Seurat_020.jpg;1883;HHA96w;2016-06-10-10-47-19;2016-06-10 11:12:42.071338;1.0;0.0;[];1.5561809539794922;(683.0, 314.0);(909, 580)
oil on canvas;Georges Seurat;Français :;https://upload.wikimedia.org/wikipedia/commons/9/97/Georges_Seurat_021.jpg;1889-1890;Georges_Seurat_021.jpg;1890;HHA96w;2016-06-05-20-43-36;2016-06-05 20:48:33.691363;1.0;0.0;[];2.058990001678467;(683.0, 314.0);(483, 580)
Holz;Georges Seurat;Die Gießkanne;https://upload.wikimedia.org/wikipedia/commons/d/d0/Georges_Seurat_022.jpg;1883;Georges_Seurat_022.jpg;1883;HHA96w;2016-05-27-10-50-06;2016-05-27 10:55:32.481271;1.0;4.0;[{'End': (603, 464, 5.924360036849976), 'Start': (1051, 310, 4.5925328731536865)}];7.151546955108643;(683.0, 314.0);(363, 580)
oil on panel;Georges Seurat;Die Insel La Grande Jatte mit Ausflüglern;https://upload.wikimedia.org/wikipedia/commons/8/88/Georges_Seurat_023.jpg;1884;Georges_Seurat_023.jpg;1884;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Die Modelle;https://upload.wikimedia.org/wikipedia/commons/1/18/Georges_Seurat_024.jpg;1887-1888;Georges_Seurat_024.jpg;1888;HHA96w;2016-05-29-20-23-22;2016-05-29 20:40:41.573295;1.0;5.0;[{'Start': (1136, 582, 2.387720823287964), 'End': (506, 154, 3.4046459197998047)}];4.84241795539856;(683.0, 314.0);(730, 580)
oil on canvas;Georges Seurat;Die Rede von Grandcamp;https://upload.wikimedia.org/wikipedia/commons/e/e5/Georges_Seurat_025.jpg;1885;Georges_Seurat_025.jpg;1885;HHA96w;2016-05-25-12-03-00;2016-05-25 12:26:20.011729;0.0;0.0;[];4.326250076293944;(683.0, 314.0);(726, 580)
oil on canvas;Georges Seurat;Français :;https://upload.wikimedia.org/wikipedia/commons/9/96/Georges_Seurat_026.jpg;1888;Georges_Seurat_026.jpg;1888;HHA96w;2016-06-10-10-47-19;2016-06-10 11:26:59.478406;0.0;0.0;[];1.7903969287872314;(683.0, 314.0);(746, 580)
oil on canvas;Georges Seurat;Die Seine bei Courbevoie;https://upload.wikimedia.org/wikipedia/commons/c/c0/Georges_Seurat_027.jpg;1885;Georges_Seurat_027.jpg;1885;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Ein Abend am Kanal von Gravelines;https://upload.wikimedia.org/wikipedia/commons/4/45/Georges_Seurat_028.jpg;1890;Georges_Seurat_028.jpg;1890;HHA96w;2016-06-10-10-47-19;2016-06-10 11:23:06.368873;1.0;0.0;[];1.9291911125183103;(683.0, 314.0);(722, 580)
oil on canvas;Georges Seurat;Ein Abend in Grandcamp;https://upload.wikimedia.org/wikipedia/commons/7/71/Georges_Seurat_029.jpg;1885;Georges_Seurat_029.jpg;1885;HHA96w;2016-05-25-12-03-00;2016-05-25 12:16:37.122992;0.0;3.0;[{'Start': (138, 311, 3.0331759452819824), 'End': (728, 347, 3.7362170219421387)}];4.570265054702759;(683.0, 314.0);(726, 580)
oil on panel;Georges Seurat;Ein Haus zwischen Bäumen;https://upload.wikimedia.org/wikipedia/commons/a/ab/Georges_Seurat_030.jpg;1883;Georges_Seurat_030.jpg;1883;HHA96w;2016-06-03-16-32-59;2016-06-03 17:27:41.513595;0.0;2.0;[{'Start': (1230, 79, 2.4646828174591064), 'End': (452, 443, 3.6229898929595947)}];4.4184608459472665;(683.0, 314.0);(937, 580)
oil on canvas;Georges Seurat;Ein Sonntagnachmittag auf der Insel La Grande Jatte;https://upload.wikimedia.org/wikipedia/commons/3/31/Georges_Seurat_031.jpg;1884-1886;Georges_Seurat_031.jpg;1886;HHA96w;2016-06-10-10-47-19;2016-06-10 11:13:54.208774;0.0;6.0;[{'Start': (110, 92, 4.296321868896484), 'End': (903, 405, 5.228933811187744)}, {'Start': (903, 405, 5.2656090259552), 'End': (903, 405, 5.2656090259552)}, {'Start': (903, 405, 5.2656090259552), 'End': (903, 405, 5.301196813583374)}, {'Start': (903, 405, 5.301196813583374), 'End': (903, 405, 5.301196813583374)}, {'Start': (903, 405, 5.340788841247559), 'End': (903, 405, 5.340788841247559)}, {'Start': (903, 405, 5.341287851333618), 'End': (903, 405, 5.3793158531188965)}];6.178282022476196;(683.0, 314.0);(874, 580)
oil on canvas;Georges Seurat;Einfahrt zum Hafen Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/2/2f/Georges_Seurat_032.jpg;1888;Georges_Seurat_032.jpg;1888;HHA96w;2016-05-30-11-52-19;2016-05-30 11:53:23.271737;1.0;0.0;[];2.1189298629760738;(683.0, 314.0);(695, 580)
oil on panel;Georges Seurat;Femmes au bord de l'eau;https://upload.wikimedia.org/wikipedia/commons/0/01/Georges_Seurat_035.jpg;1885-1886;Georges_Seurat_035.jpg;1886;HHA96w;2016-06-03-16-32-59;2016-06-03 16:35:26.340261;0.0;0.0;[];7.366667032241821;(683.0, 314.0);(942, 580)
oil on panel;Georges Seurat;Figures assises;https://upload.wikimedia.org/wikipedia/commons/9/91/Georges_Seurat_036.jpg;1884;Georges_Seurat_036.jpg;1884;HHA96w;2016-06-05-19-42-57;2016-06-05 20:12:38.303435;1.0;6.0;[{'Start': (1227, 132, 1.9770410060882568), 'End': (383, 361, 3.5988688468933105)}];5.124047994613648;(683.0, 314.0);(909, 580)
oil on canvas;Georges Seurat;Frau mit Sonnenschirm;https://upload.wikimedia.org/wikipedia/commons/1/19/Georges_Seurat_037.jpg;1884;Georges_Seurat_037.jpg;1884;HHA96w;2016-06-05-20-43-36;2016-06-05 21:00:50.922188;0.0;0.0;[];1.702868938446045;(683.0, 314.0);(347, 580)
oil on panel;Georges Seurat;Groupe de personnages;https://upload.wikimedia.org/wikipedia/commons/8/8c/Georges_Seurat_038.jpg;1884-1885;Georges_Seurat_038.jpg;1885;HHA96w;2016-05-25-12-03-00;2016-05-25 12:11:10.409097;0.0;6.0;[{'Start': (131, 319, 1.6670949459075928), 'End': (719, 367, 2.4071390628814697)}];4.052233934402467;(683.0, 314.0);(1016, 580)
oil on canvas;Georges Seurat;Hafen in Honfleur;https://upload.wikimedia.org/wikipedia/commons/8/85/Georges_Seurat_039.jpg;1886;Georges_Seurat_039.jpg;1886;HHA96w;2016-06-10-10-47-19;2016-06-10 10:57:43.760742;1.0;0.0;[];1.6412699222564695;(683.0, 314.0);(463, 580)
oil on panel;Georges Seurat;Homme peignant son bateau;https://upload.wikimedia.org/wikipedia/commons/c/cd/Georges_Seurat_040.jpg;1883;Georges_Seurat_040.jpg;1883;HHA96w;2016-06-24-12-39-28;2016-06-24 12:42:13.956983;1.0;0.0;[];1.709716796875;(683.0, 314.0);(939, 580)
oil on panel;Georges Seurat;Knabe mit Pferd;https://upload.wikimedia.org/wikipedia/commons/d/da/Georges_Seurat_041.jpg;1883;Georges_Seurat_041.jpg;1883;HHA96w;2016-06-12-18-25-41;2016-06-12 18:44:16.821491;1.0;4.0;[{'End': (760, 418, 4.7580718994140625), 'Start': (160, 107, 3.157879114151001)}];5.793193101882935;(683.0, 314.0);(909, 580)
oil on canvas;Georges Seurat;La Charette attelée;https://upload.wikimedia.org/wikipedia/commons/d/de/Georges_Seurat_042.jpg;1883;Georges_Seurat_042.jpg;1883;HHA96w;2016-06-03-16-32-59;2016-06-03 16:33:55.406652;0.0;1.0;[{'Start': (944, 0, 8.030086994171143), 'End': (581, 326, 8.9931960105896)}];13.880376100540161;(683.0, 314.0);(737, 580)
oil on canvas;Georges Seurat;La Tour Eiffel;https://upload.wikimedia.org/wikipedia/commons/2/2a/Georges_Seurat_043.jpg;1889;Georges_Seurat_043.jpg;1889;HHA96w;2016-05-25-12-03-00;2016-05-25 12:29:47.090710;1.0;0.0;[];1.7631030082702637;(683.0, 314.0);(344, 580)
oil on canvas;Georges Seurat;Le Chemin creux;https://upload.wikimedia.org/wikipedia/commons/1/16/Georges_Seurat_044.jpg;1882;Georges_Seurat_044.jpg;1882;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Le Crotoy, stromabwärts;https://upload.wikimedia.org/wikipedia/commons/8/87/Georges_Seurat_045.jpg;1889;Georges_Seurat_045.jpg;1889;HHA96w;2016-06-10-09-43-06;2016-06-10 10:10:48.770275;1.0;0.0;[];1.0419960021972656;(683.0, 314.0);(705, 580)
oil on canvas;Georges Seurat;Les Grues et la percée à Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/7/75/Georges_Seurat_046.jpg;1888;Georges_Seurat_046.jpg;1888;HHA96w;2016-06-12-17-46-29;2016-06-12 18:15:05.503594;1.0;0.0;[];1.563047170639038;(683.0, 314.0);(729, 580)
oil on canvas;Georges Seurat;Les Poseuses, ensemble;https://upload.wikimedia.org/wikipedia/commons/7/74/Georges_Seurat_047.jpg;1888;Georges_Seurat_047.jpg;1888;HHA96w;2016-06-12-18-25-41;2016-06-12 19:12:55.720178;0.0;5.0;[{'End': (905, 505, 3.376918077468872), 'Start': (343, 0, 2.412781000137329)}];4.310521125793457;(683.0, 314.0);(725, 580)
oil on panel;Georges Seurat;Les Terrassiers;https://upload.wikimedia.org/wikipedia/commons/3/39/Georges_Seurat_048.jpg;1883;Georges_Seurat_048.jpg;1883;HHA96w;2016-05-29-20-23-22;2016-05-29 20:24:12.735905;1.0;3.0;[{'Start': (187, 114, 3.3399391174316406), 'End': (684, 255, 4.136307954788208)}];5.112912178039551;(683.0, 314.0);(930, 580)
oil on canvas;Georges Seurat;Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/a/a5/Georges_Seurat_049.jpg;1888;Georges_Seurat_049.jpg;1888;HHA96w;2016-06-10-09-43-06;2016-06-10 09:45:36.420811;1.0;4.0;[{'End': (798, 254, 11.27896499633789), 'Start': (173, 442, 9.577859163284302)}];12.306516170501707;(683.0, 314.0);(745, 580)
oil on panel;Georges Seurat;Morgenspaziergang (Die Seine bei Courbevoie);https://upload.wikimedia.org/wikipedia/commons/3/31/Georges_Seurat_050.jpg;1885;Georges_Seurat_050.jpg;1885;HHA96w;2016-05-29-20-23-22;2016-05-29 20:33:57.888853;0.0;0.0;[];2.076066970825196;(683.0, 314.0);(362, 580)
oil on panel;Georges Seurat;Paysage et personnages;https://upload.wikimedia.org/wikipedia/commons/9/92/Georges_Seurat_051.jpg;1884-1885;Georges_Seurat_051.jpg;1885;HHA96w;2016-06-10-10-47-19;2016-06-10 11:03:32.536983;1.0;3.0;[{'Start': (1255, 536, 1.931870937347412), 'End': (653, 316, 2.6349658966064453)}];3.712019920349121;(683.0, 314.0);(918, 580)
oil on panel;Georges Seurat;Paysan au travail;https://upload.wikimedia.org/wikipedia/commons/f/fa/Georges_Seurat_052.jpg;1883;Georges_Seurat_052.jpg;1883;HHA96w;2016-06-03-16-32-59;2016-06-03 16:58:07.861658;1.0;0.0;[];4.419116020202637;(683.0, 314.0);(880, 580)
oil on panel;Georges Seurat;Petite esquisse;https://upload.wikimedia.org/wikipedia/commons/a/ac/Georges_Seurat_053.jpg;1884-1885;Georges_Seurat_053.jpg;1885;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Georges Seurat;Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/e/eb/Georges_Seurat_054.jpg;1888;Georges_Seurat_054.jpg;1888;HHA96w;2016-05-15-14-39-23;2016-05-15 15:29:03.640067;0.0;3.0;[{'End': (522, 320, 10.962490797042847), 'Start': (181, 219, 10.17476487159729)}];13.166520833969116;(683.0, 314.0);(713, 580)
oil on canvas;Georges Seurat;Port-en-Bessin, 'Der Vorhafen bei Niedrigwasser';https://upload.wikimedia.org/wikipedia/commons/9/98/Georges_Seurat_055.jpg;1888;Georges_Seurat_055.jpg;1888;HHA96w;2016-06-12-18-25-41;2016-06-12 18:41:41.529553;1.0;0.0;[];1.7632989883422852;(683.0, 314.0);(718, 580)
oil on panel;Georges Seurat;Sitzender Mann;https://upload.wikimedia.org/wikipedia/commons/2/2a/Georges_Seurat_056.jpg;1883;Georges_Seurat_056.jpg;1883;HHA96w;2016-06-10-09-43-06;2016-06-10 10:17:48.267692;1.0;0.0;[];6.253037929534912;(683.0, 314.0);(930, 580)
oil on canvas;Georges Seurat;Sonntag in Port-en-Bessin;https://upload.wikimedia.org/wikipedia/commons/f/f7/Georges_Seurat_057.jpg;1888;Georges_Seurat_057.jpg;1888;HHA96w;2016-06-12-17-46-29;2016-06-12 18:06:44.792563;1.0;5.0;[{'Start': (259, 57, 16.12779402732849), 'End': (765, 386, 18.042515993118286)}];19.007221937179565;(683.0, 314.0);(719, 580)
oil on panel;Georges Seurat;Stehendes Modell (Studie zu »Les Poseuses«);https://upload.wikimedia.org/wikipedia/commons/7/73/Georges_Seurat_058.jpg;1887;Georges_Seurat_058.jpg;1887;HHA96w;2016-05-25-12-03-00;2016-05-25 12:04:56.588465;0.0;0.0;[];1.895111083984375;(683.0, 314.0);(358, 580)
oil on canvas;Georges Seurat;Steinbrecher;https://upload.wikimedia.org/wikipedia/commons/e/ee/Georges_Seurat_059.jpg;1882;Georges_Seurat_059.jpg;1882;HHA96w;2016-05-25-12-03-00;2016-05-25 12:26:47.035295;1.0;6.0;[{'Start': (127, 235, 1.655095100402832), 'End': (831, 273, 2.3021318912506104)}];3.369191884994507;(683.0, 314.0);(735, 580)
oil on panel;Georges Seurat;Steinklopfer mit Schubkarre;https://upload.wikimedia.org/wikipedia/commons/8/89/Georges_Seurat_060.jpg;1883-1884;Georges_Seurat_060.jpg;1884;HHA96w;2016-06-03-16-32-59;2016-06-03 17:32:50.924549;0.0;5.0;[{'Start': (109, 125, 2.0753839015960693), 'End': (927, 462, 3.0064890384674072)}];3.793062925338745;(683.0, 314.0);(922, 580)
oil on panel;Georges Seurat;Studie zu »La Grande Jatte«;https://upload.wikimedia.org/wikipedia/commons/b/b8/Georges_Seurat_061.jpg;1883-1884;Georges_Seurat_061.jpg;1884;HHA96w;2016-06-10-10-47-19;2016-06-10 11:06:07.625238;1.0;0.0;[];1.5611140727996826;(683.0, 314.0);(903, 580)
oil on canvas;Georges Seurat;Ville d'Avray, Die weißen Häuser;https://upload.wikimedia.org/wikipedia/commons/9/9a/Georges_Seurat_062.jpg;1882;Georges_Seurat_062.jpg;1882;HHA96w;2016-06-12-18-25-41;2016-06-12 19:01:12.990549;0.0;2.0;[{'End': (521, 289, 4.703681945800781), 'Start': (1133, 581, 3.7058019638061523)}];5.642462968826294;(683.0, 314.0);(805, 580)
oil on canvas;Georges Seurat;Wald in Pontaubert;https://upload.wikimedia.org/wikipedia/commons/1/14/Georges_Seurat_063.jpg;1879-1882;Georges_Seurat_063.jpg;1882;HHA96w;2016-06-03-16-32-59;2016-06-03 17:19:22.789024;1.0;0.0;[];3.137902975082397;(683.0, 314.0);(443, 580)
oil on panel;Georges Seurat;Weißes und schwarzes Pferd im Fluß;https://upload.wikimedia.org/wikipedia/commons/6/67/Georges_Seurat_064.jpg;1883;Georges_Seurat_064.jpg;1883;HHA96w;2016-05-27-10-50-06;2016-05-27 11:12:21.347236;0.0;0.0;[];2.751444101333618;(683.0, 314.0);(927, 580)
oil on canvas;Georges Seurat;Zirkus (Skizze);https://upload.wikimedia.org/wikipedia/commons/7/76/Georges_Seurat_065.jpg;1891;Georges_Seurat_065.jpg;1891;HHA96w;2016-06-10-09-43-06;2016-06-10 09:50:36.104060;0.0;0.0;[];1.699666976928711;(683.0, 314.0);(473, 580)
oil on canvas;Georges Seurat;Circus Sideshow;https://upload.wikimedia.org/wikipedia/commons/3/36/Georges_Seurat_066.jpg;1887-88;Georges_Seurat_066.jpg;1888;HHA96w;2016-06-10-10-47-19;2016-06-10 11:09:19.997546;1.0;0.0;[];3.1219160556793213;(683.0, 314.0);(866, 580)
oil on panel;Gerard David;Die Madonna mit der Milchsuppe;https://upload.wikimedia.org/wikipedia/commons/8/8e/Gerard_David_002.jpg;1500-1510;Gerard_David_002.jpg;1510;HHA96w;2016-05-27-10-50-06;2016-05-27 10:50:24.527794;0.0;4.0;[{'End': (775, 366, 4.2059900760650635), 'Start': (286, 72, 3.3428821563720703)}];5.266624212265015;(683.0, 314.0);(478, 580)
oil on panel;Gerard David;The Mystical marriage of Saint Catherine;https://upload.wikimedia.org/wikipedia/commons/b/b6/Gerard_David_003.jpg;1505-1510;Gerard_David_003.jpg;1510;HHA96w;2016-05-25-12-03-00;2016-05-25 12:09:33.876510;1.0;3.0;[{'Start': (189, 517, 4.534260034561157), 'End': (703, 338, 5.305304050445557)}];6.387368202209473;(683.0, 314.0);(796, 580)
Holz;Gerard David;Die Taufe Christi, mit Stiftern und ihren Schutzheiligen (Altar des Jean des Trompes);https://upload.wikimedia.org/wikipedia/commons/e/ea/Gerard_David_004.jpg;1502-1508;Gerard_David_004.jpg;1508;HHA96w;2016-06-10-10-47-19;2016-06-10 11:14:36.034492;0.0;5.0;[{'Start': (184, 8, 5.158938884735107), 'End': (865, 499, 6.235105037689209)}];7.358686923980713;(683.0, 314.0);(942, 580)
oil on panel;Gerard David;Die Verkündigung;https://upload.wikimedia.org/wikipedia/commons/1/1b/Gerard_David_005.jpg;1520;Gerard_David_005.jpg;1520;HHA96w;2016-06-12-18-25-41;2016-06-12 19:13:35.009997;0.0;5.0;[{'End': (797, 429, 3.420379161834717), 'Start': (550, 0, 2.4613471031188965)}];4.309507131576538;(683.0, 314.0);(455, 580)
oil on panel;Gerard David;The Marriage at Cana;https://upload.wikimedia.org/wikipedia/commons/0/08/Gerard_David_006.jpg;1500-1505 (1495-1510;Gerard_David_006.jpg;1510;HHA96w;2016-05-25-12-03-00;2016-05-25 12:19:21.689510;0.0;5.0;[{'Start': (1186, 355, 2.1221249103546143), 'End': (533, 401, 2.8361639976501465)}];3.88322687149048;(683.0, 314.0);(774, 580)
oil on panel;Gerard David;König Kambyses und der Richter Sisamnes, Die Gefangennahme des Richters, Detail;https://upload.wikimedia.org/wikipedia/commons/1/10/Gerard_David_007.jpg;1498;Gerard_David_007.jpg;1498;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Gerard David;Ruhe auf der Flucht nach Ägypten;https://upload.wikimedia.org/wikipedia/commons/a/a7/Gerard_David_009.jpg;1510;Gerard_David_009.jpg;1510;HHA96w;2016-06-12-18-25-41;2016-06-12 19:10:27.248006;0.0;6.0;[{'End': (836, 523, 3.096552848815918), 'Start': (340, 26, 2.1567928791046143)}];3.9259929656982417;(683.0, 314.0);(573, 580)
oil on panel;Gerard David;Drei Legenden vom heiligen Nikolaus (Nikolaus wirft einem Vater, der seine drei Töchter zur Prostitution anhalten will, nachts eine Kugel Gold in das Haus, um ihm die Verheiratung der Töchter zu ermöglichen);https://upload.wikimedia.org/wikipedia/commons/c/cc/Gerard_David_010_no_background.png;1500-1510;Gerard_David_010_no_background.png.jpg;1510;HHA96w;2016-06-05-20-43-36;2016-06-05 20:57:44.731492;0.0;4.0;[{'End': (756, 521, 5.189239978790283), 'Start': (418, 31, 4.097820043563843)}];6.373071908950808;(683.0, 314.0);(337, 580)
oil on panel;Gerard David;Drei Legenden vom heiligen Nikolaus (Nikolaus wirft einem Vater, der seine drei Töchter zur Prostitution anhalten will, nachts eine Kugel Gold in das Haus, um ihm die Verheiratung der Töchter zu ermöglichen);https://upload.wikimedia.org/wikipedia/commons/c/c8/Gerard_David_010.jpg;1500-1510;Gerard_David_010.jpg;1510;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Gerard David;Drei Legenden vom heiligen Nikolaus;https://upload.wikimedia.org/wikipedia/commons/3/32/Gerard_David_011.jpg;1500-1510;Gerard_David_011.jpg;1510;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Gerrit Dou;Old Woman Cutting Bread;https://upload.wikimedia.org/wikipedia/commons/9/97/Gerard_Dou_001.jpg;1655;Gerard_Dou_001.jpg;1655;HHA96w;nan;;;;nan;;nan;nan
color on oak panel;Gerrit Dou;Der alte Schulmeister;https://upload.wikimedia.org/wikipedia/commons/1/10/Gerard_Dou_002.jpg;1671;Gerard_Dou_002.jpg;1671;HHA96w;2016-06-10-09-43-06;2016-06-10 09:50:06.465037;0.0;6.0;[{'End': (598, 454, 2.881319999694824), 'Start': (981, 119, 1.814121961593628)}];3.807493925094605;(683.0, 314.0);(444, 580)
oil on panel;Gerrit Dou;The Dropsical Woman;https://upload.wikimedia.org/wikipedia/commons/b/b3/Gerard_Dou_003.jpg;1663;Gerard_Dou_003.jpg;1663;HHA96w;2016-06-03-16-32-59;2016-06-03 17:15:08.750338;1.0;5.0;[{'Start': (1013, 147, 1.5520942211151123), 'End': (661, 470, 2.2755110263824463)}];3.262928009033203;(683.0, 314.0);(481, 580)
oil on oak panel;Gerrit Dou;A Poulterer's Shop;https://upload.wikimedia.org/wikipedia/commons/5/5f/Gerard_Dou_004.jpg;1670;Gerard_Dou_004.jpg;1670;HHA96w;2016-05-27-10-50-06;2016-05-27 11:00:38.279807;1.0;5.0;[{'End': (594, 523, 4.085073947906494), 'Start': (1019, 209, 3.0555129051208496)}];5.018580913543701;(683.0, 314.0);(468, 580)
oil on panel;Gerrit Dou;Portrait of an old woman reading;https://upload.wikimedia.org/wikipedia/commons/9/9f/Gerard_Dou_005.jpg;1630-1635;Gerard_Dou_005.jpg;1635;HHA96w;2016-06-10-10-47-19;2016-06-10 11:16:31.560072;0.0;4.0;[{'Start': (508, 0, 2.7197229862213135), 'End': (738, 502, 3.836513042449951)}];4.846958160400392;(683.0, 314.0);(448, 580)
color on wood;Gerard ter Borch;Das Konzert;https://upload.wikimedia.org/wikipedia/commons/a/a5/Gerard_ter_Borch_d._J._004.jpg;1655;Gerard_ter_Borch_d._J._004.jpg;1655;HHA96w;2016-05-25-12-03-00;2016-05-25 12:34:18.985434;0.0;4.0;[{'Start': (255, 380, 1.4260849952697754), 'End': (727, 261, 2.1401238441467285)}];3.0541789531707764;(683.0, 314.0);(460, 580)
color on wood;Gerard ter Borch;Der Brief;https://upload.wikimedia.org/wikipedia/commons/5/5e/Gerard_ter_Borch_d._J._005.jpg;after 1660;Gerard_ter_Borch_d._J._005.jpg;1660;HHA96w;2016-06-12-18-25-41;2016-06-12 18:56:28.438315;0.0;5.0;[{'End': (676, 535, 2.5600759983062744), 'Start': (985, 38, 1.545828104019165)}];3.4625911712646484;(683.0, 314.0);(486, 580)
oil on canvas;Gerard ter Borch;Young man reading;https://upload.wikimedia.org/wikipedia/commons/c/cf/Gerard_ter_Borch_d._J._008.jpg;1675;Gerard_ter_Borch_d._J._008.jpg;1675;HHA96w;2016-06-10-09-43-06;2016-06-10 10:18:14.777535;0.0;5.0;[{'End': (753, 501, 4.604308128356934), 'Start': (395, 33, 3.4976389408111572)}];5.462332010269165;(683.0, 314.0);(475, 580)
